Symbol,Security,GICS Sector,GICS Sub-Industry,Headquarters Location,10/15,10/16,10/17,10/18,10/19,10/20,10/21,10/22,10/23,10/24,10/25,10/26,10/27,10/28,10/29,10/30,10/31,11/1,11/2,11/3,11/4,11/5,11/6,11/7,11/8,11/9,11/10,11/11,11/12,11/13,11/14,11/15,11/16,11/17,11/18,11/19,11/20,11/21,11/22,11/23,11/24,11/25,11/26,11/27
MU,Micron Technology,Information Technology,Semiconductors,"Boise, Idaho",58,56,51,48,52,50,53,52,56,53,48,43,42,47,46,41,37,41,43,44,39,43,42,40,44,49,46,51,56,61,62,60,64,63,60,61,56,56,58,63,61,58,60,64
MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",41,40,41,44,40,40,45,43,41,40,42,37,36,36,36,31,30,32,30,42,45,47,50,52,50,47,52,52,50,51,51,53,51,51,50,47,45,47,50,54,57,61,63,62
MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,"Memphis, Tennessee",60,57,64,64,61,58,63,58,57,52,57,53,51,50,49,49,51,56,58,51,46,49,47,51,50,55,51,49,45,47,43,48,46,51,54,51,49,48,47,46,48,43,39,40
MRNA,Moderna,Health Care,Biotechnology,"Cambridge, Massachusetts",42,38,54,53,51,46,44,41,43,38,39,41,39,43,41,41,42,37,40,40,40,41,40,38,38,33,30,35,31,30,30,31,30,30,32,37,41,42,37,33,33,36,36,33
MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,"Calhoun, Georgia",53,48,33,31,30,30,35,38,41,37,40,40,37,42,46,48,47,52,49,51,55,54,58,61,63,62,59,59,57,58,63,62,59,58,59,56,61,59,59,55,52,56,60,56
MOH,Molina Healthcare,Health Care,Managed Health Care,"Long Beach, California",42,37,56,54,57,61,57,58,60,60,59,55,54,56,53,50,48,48,43,52,48,46,48,43,42,44,45,42,42,46,43,38,42,38,35,39,40,41,36,35,36,33,33,33
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,"Chicago, Illinois",48,50,57,55,54,57,55,52,52,54,54,58,60,58,54,58,56,57,56,60,62,60,63,58,59,58,53,54,59,59,57,56,52,53,56,53,53,51,48,43,46,43,38,39
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",42,46,56,57,55,56,56,53,52,49,54,52,47,48,49,45,47,48,48,53,53,54,50,54,55,57,52,51,55,56,52,57,57,52,52,56,57,53,56,57,55,54,54,57
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,"Kirkland, Washington",56,54,54,58,57,62,67,63,61,61,58,54,49,53,54,53,57,62,58,54,52,52,48,44,42,47,47,49,53,51,47,49,53,54,57,56,51,49,50,51,55,54,49,51
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Corona, California",45,40,41,43,42,47,52,52,56,53,53,57,53,57,53,56,56,54,53,52,48,50,48,53,49,54,53,48,50,51,56,59,54,54,54,53,53,55,51,46,48,47,51,46
MCO,Moody's Corporation,Financials,Financial Exchanges & Data,"New York City, New York",48,49,45,46,41,46,49,47,51,48,48,45,41,39,35,33,33,30,30,30,31,35,31,30,34,38,40,44,48,53,54,53,50,51,51,56,51,52,52,57,54,49,44,43
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,"New York City, New York",54,51,51,47,49,47,44,43,44,45,50,55,54,59,62,66,68,70,70,62,66,65,62,57,61,58,57,62,67,69,66,62,61,65,62,62,57,60,56,59,63,59,59,61
MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,"Tampa, Florida",54,57,49,49,49,53,48,49,48,50,51,54,59,60,58,59,60,63,64,66,70,70,69,70,69,70,66,70,70,69,70,70,70,66,69,70,70,70,70,70,70,68,70,68
MSI,Motorola Solutions,Information Technology,Communications Equipment,"Chicago, Illinois",48,49,48,49,49,45,46,50,46,50,54,49,44,46,41,40,45,41,41,40,43,41,41,42,41,43,45,45,46,49,51,47,43,43,44,43,44,44,49,50,49,51,47,49
MSCI,MSCI,Financials,Financial Exchanges & Data,"New York City, New York",45,45,50,55,52,53,54,59,59,54,58,58,57,58,59,63,63,63,64,69,68,69,70,70,70,70,70,70,70,70,66,68,68,69,65,70,70,68,65,67,62,58,60,58
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,"New York City, New York",41,39,46,50,53,53,55,52,57,52,56,54,55,55,57,60,58,59,54,65,70,70,66,70,67,63,66,61,66,70,70,68,70,70,70,70,70,65,66,70,70,66,70,68
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",53,51,49,48,47,48,51,50,47,42,46,42,46,48,46,44,44,49,54,49,51,55,58,56,61,66,66,68,68,70,68,65,61,66,64,69,69,66,65,68,70,70,67,70
NFLX,Netflix,Communication Services,Movies & Entertainment,"Los Gatos, California",51,55,50,46,43,48,49,47,49,51,46,47,52,57,61,65,66,70,70,64,66,66,63,66,70,67,68,70,66,63,58,58,63,65,68,66,61,66,70,70,65,69,67,69
NEM,Newmont,Materials,Gold,"Denver, Colorado",60,57,64,62,66,65,70,70,67,63,61,57,60,64,69,70,69,70,67,70,70,70,65,65,69,68,65,60,56,54,51,49,47,50,55,57,59,58,60,65,67,63,60,60
NWSA,News Corp (Class A),Communication Services,Publishing,"New York City, New York",54,49,53,58,58,57,61,61,58,57,61,56,51,54,53,57,59,54,52,51,49,54,52,55,52,48,53,55,50,52,57,61,64,63,64,62,60,55,60,56,53,50,53,52
NWS,News Corp (Class B),Communication Services,Publishing,"New York City, New York",46,47,54,55,53,58,56,52,50,50,49,50,53,51,48,43,39,34,32,31,34,33,34,33,30,34,33,38,43,41,36,39,38,33,30,34,32,31,31,30,30,34,31,30
NEE,NextEra Energy,Utilities,Multi-Utilities,"Juno Beach, Florida",57,60,42,37,41,46,51,56,57,56,55,60,63,66,64,64,60,65,67,60,61,60,55,57,57,54,50,54,54,55,60,56,61,65,68,63,63,62,66,61,66,64,61,60
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Washington County, Oregon",48,50,47,52,50,47,43,45,50,52,56,58,54,52,54,58,55,51,54,48,52,55,60,58,53,48,47,42,40,45,46,47,44,49,46,51,55,50,49,50,48,44,46,43
NI,NiSource,Utilities,Multi-Utilities,"Merrillville, Indiana",60,58,53,58,63,60,56,53,57,58,61,63,61,66,64,63,64,66,64,66,69,70,70,67,67,68,70,69,64,69,70,70,70,70,68,68,63,68,65,62,65,67,67,64
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,"Westlake, Ohio",48,50,36,38,35,31,35,33,32,30,33,30,32,33,34,32,31,30,30,37,34,39,41,46,49,50,53,50,51,56,58,55,59,64,67,70,66,69,70,70,70,70,70,66
NSC,Norfolk Southern Railway,Industrials,Rail Transportation,"Atlanta, Georgia",47,49,53,54,56,57,59,59,61,60,62,66,67,70,67,68,70,70,70,70,70,68,63,61,61,56,56,55,59,55,52,53,57,56,61,56,59,57,57,54,54,55,59,64
NTRS,Northern Trust,Financials,Asset Management & Custody Banks,"Chicago, Illinois",43,42,36,39,36,33,31,33,34,33,38,35,32,30,30,32,33,36,37,30,30,34,35,31,30,35,36,33,35,30,30,35,38,35,32,32,30,30,32,30,30,35,39,35
NOC,Northrop Grumman,Industrials,Aerospace & Defense,"West Falls Church, Virginia",49,49,34,30,30,30,30,33,30,30,32,30,34,34,37,40,36,40,37,43,40,35,36,38,37,40,37,35,39,37,42,39,37,37,35,30,30,33,32,37,32,34,35,34
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",53,50,44,40,38,40,45,45,43,44,43,48,47,51,50,46,47,43,46,37,32,32,30,33,35,33,36,39,43,40,40,39,37,40,42,38,35,34,33,33,30,32,30,30
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,"Houston, Texas",51,48,59,60,56,57,61,56,59,62,65,65,67,69,69,67,70,70,69,70,70,68,68,70,70,70,65,64,63,64,65,67,66,66,67,64,69,68,70,70,70,66,70,70
NUE,Nucor,Materials,Steel,"Charlotte, North Carolina",59,54,59,59,61,63,66,63,65,70,67,70,69,70,70,67,62,57,62,58,53,55,60,56,52,57,58,62,59,57,52,47,44,41,38,42,42,39,44,41,44,45,44,40
NVDA,Nvidia,Information Technology,Semiconductors,"Santa Clara, California",50,52,54,52,54,59,64,62,61,61,62,59,55,58,53,51,54,56,58,55,55,59,55,53,50,51,51,47,43,47,51,49,47,45,50,55,51,52,54,54,58,60,65,60
NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,"Reston, Virginia",42,43,50,47,42,42,37,36,41,43,48,49,51,50,47,44,46,48,52,48,50,45,40,40,43,48,53,58,54,52,55,54,56,53,52,56,56,55,50,52,57,62,66,70
NXPI,NXP Semiconductors,Information Technology,Semiconductors,"Eindhoven, Netherlands",47,48,55,55,59,64,63,68,70,67,63,66,69,68,70,70,67,62,62,61,65,67,67,70,70,70,69,64,64,62,65,63,59,61,59,62,67,66,62,62,60,63,64,66
ORLY,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri",57,59,45,46,46,48,45,43,45,50,48,46,45,45,47,44,41,37,33,46,48,43,38,35,35,30,34,30,30,30,30,32,30,35,35,36,33,36,37,37,39,44,44,40
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,"Houston, Texas",59,55,45,44,47,47,50,52,56,59,57,57,56,58,63,67,70,70,70,67,67,64,61,60,64,64,68,66,67,64,63,66,66,70,70,67,68,65,65,61,58,59,57,57
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,"Thomasville, North Carolina",42,45,43,48,49,46,47,52,54,55,52,56,55,59,63,63,63,63,60,60,59,56,52,55,56,61,58,61,58,53,51,46,43,41,37,41,37,35,40,38,33,30,31,30
OMC,Omnicom Group,Communication Services,Advertising,"New York City, New York",52,54,46,51,54,55,56,58,62,65,69,70,66,67,64,60,58,56,59,48,47,47,49,46,51,52,50,46,41,36,36,33,37,39,37,37,33,36,41,43,41,43,41,39
ON,ON Semiconductor,Information Technology,Semiconductors,"Phoenix, Arizona",42,44,62,64,61,62,67,66,65,61,61,59,61,56,54,53,48,45,45,48,49,52,50,48,43,42,47,47,46,50,49,54,51,56,58,60,57,59,56,55,53,49,50,45
OKE,ONEOK,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",41,36,46,51,50,47,46,51,55,53,56,55,60,57,61,64,59,57,59,64,65,67,70,65,64,60,56,59,57,57,60,63,63,62,58,54,54,57,56,54,54,50,45,47
ORCL,Oracle Corporation,Information Technology,Application Software,"Austin, Texas",52,49,53,55,51,53,52,54,55,55,56,56,57,62,64,66,67,64,62,62,58,58,63,61,65,64,64,67,70,70,68,70,70,66,67,69,70,65,70,69,70,70,70,66
OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,"Farmington, Connecticut",46,43,55,60,57,61,58,55,60,61,60,61,63,64,68,70,67,68,70,70,65,68,68,70,68,70,70,70,67,69,70,70,69,68,70,67,70,70,68,65,68,63,60,56
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,"Bellevue, Washington",60,64,55,57,60,64,60,57,56,52,55,53,55,60,62,67,65,68,66,70,70,70,67,67,69,66,61,64,64,69,69,66,64,64,68,66,65,66,65,61,64,59,59,56
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,"Lake Forest, Illinois",57,58,43,42,38,35,33,31,30,32,37,34,30,30,30,30,30,35,32,41,39,37,39,44,40,38,39,37,39,35,40,35,37,36,41,36,37,36,38,38,41,38,34,33
PANW,Palo Alto Networks,Information Technology,Application Software,"Santa Clara, California",46,49,49,48,46,47,43,47,48,50,50,45,44,39,42,47,46,42,47,46,51,54,50,45,41,38,43,43,44,39,40,43,43,42,47,42,46,45,44,45,50,53,50,51
PARA,Paramount Global,Communication Services,Movies & Entertainment,"New York City, New York",56,52,60,56,60,59,54,56,55,50,48,52,51,51,54,59,55,60,58,67,63,58,62,59,55,60,62,67,62,64,64,61,56,58,58,63,68,68,70,68,66,70,70,70
PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,"Cleveland, Ohio",45,41,43,46,42,37,39,41,36,33,36,36,31,30,30,35,35,40,41,43,48,52,50,48,44,43,39,41,42,40,40,38,39,38,35,37,39,37,36,33,34,37,33,33
PAYX,Paychex,Industrials,Human Resource & Employment Services,"Penfield, New York",53,48,53,48,46,46,49,51,53,48,44,39,42,47,50,46,50,54,51,59,60,58,63,66,69,70,68,65,70,69,64,68,70,65,70,70,70,70,67,65,65,60,55,52
PAYC,Paycom,Industrials,Human Resource & Employment Services,"Oklahoma City, Oklahoma",43,42,59,55,52,50,52,57,52,54,57,60,63,67,64,60,56,60,65,63,68,68,70,70,70,70,67,67,63,65,69,68,70,70,70,70,70,70,69,70,70,68,67,66
PYPL,PayPal,Financials,Transaction & Payment Processing Services,"San Jose, California",53,54,45,41,44,42,45,46,45,43,42,45,42,46,48,50,53,54,50,54,50,51,48,53,54,49,44,43,39,40,38,43,44,41,38,38,37,37,36,35,39,35,37,38
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,"Worsley, United Kingdom",60,60,59,63,58,61,64,65,61,66,61,58,62,60,65,70,66,66,66,70,70,66,67,63,63,59,54,50,53,50,46,42,42,40,37,34,39,44,48,50,51,52,50,47
PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Purchase, New York",41,37,38,37,35,34,35,34,30,30,30,33,38,43,39,40,42,42,41,35,39,38,34,39,35,30,30,32,31,33,36,38,42,40,40,38,41,38,35,39,40,42,43,40
PFE,Pfizer,Health Care,Pharmaceuticals,"New York City, New York",46,43,55,56,58,53,57,60,55,51,53,57,57,62,66,69,70,67,65,67,69,70,69,65,67,65,62,65,69,70,70,70,70,67,62,63,59,59,58,63,60,64,59,62
PCG,PG&E Corporation,Utilities,Multi-Utilities,"San Francisco, California",43,46,43,40,45,49,54,49,47,50,48,48,45,44,39,38,38,37,37,43,42,43,43,41,42,38,37,41,41,41,38,39,34,30,30,35,39,35,37,39,35,39,41,44
PM,Philip Morris International,Consumer Staples,Tobacco,"New York City, New York",51,47,58,58,57,57,56,57,60,59,57,62,63,59,56,58,58,57,55,65,63,65,62,63,65,64,61,56,59,58,61,65,60,59,56,52,57,55,51,51,54,58,56,56
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,"Houston, Texas",40,39,33,36,41,38,42,47,46,48,45,44,40,38,43,43,44,45,43,54,55,57,59,55,51,47,45,45,50,48,44,39,35,34,30,30,30,30,34,38,41,46,43,46
PNW,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona",43,40,39,43,48,46,41,41,40,41,36,34,30,30,33,38,33,32,30,31,31,36,35,35,34,35,33,36,32,30,30,30,30,31,35,35,37,38,37,38,37,34,33,37
PXD,Pioneer Natural Resources,Energy,Oil & Gas Exploration & Production,"Irving, Texas",60,59,59,60,64,59,59,55,59,54,51,50,45,45,44,41,44,49,50,51,56,61,56,53,57,58,63,62,57,61,66,67,62,60,56,52,53,48,49,50,46,49,53,52
PNC,PNC Financial Services,Financials,Regional Banks,"Pittsburgh, Pennsylvania",42,38,57,52,56,61,62,57,52,53,51,51,55,52,56,54,55,55,51,53,50,45,49,54,54,51,48,50,50,47,46,49,51,53,55,58,61,66,65,61,57,61,62,64
POOL,Pool Corporation,Consumer Discretionary,Distributors,"Covington, Louisiana",53,54,62,64,59,62,62,64,60,62,61,56,51,52,51,47,44,39,38,32,30,30,30,35,31,33,38,43,39,43,42,41,36,40,37,38,42,44,45,40,36,41,42,47
PPG,PPG Industries,Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania",60,64,38,39,34,36,39,44,40,38,37,37,35,38,40,36,38,42,42,43,42,37,38,41,46,43,40,35,40,37,34,30,33,38,37,32,33,30,35,36,34,30,30,33
PPL,PPL Corporation,Utilities,Electric Utilities,"Allentown, Pennsylvania",57,52,50,51,46,48,52,57,53,55,50,51,47,52,53,48,50,50,47,56,51,51,55,58,63,60,65,60,63,60,65,68,70,67,69,70,68,70,70,67,67,67,66,68
PFG,Principal Financial Group,Financials,Life & Health Insurance,"Des Moines, Iowa",43,39,40,37,39,40,44,49,52,50,53,48,45,48,48,44,42,43,41,47,49,46,43,41,37,38,40,40,44,41,42,47,47,43,43,43,42,40,42,42,47,49,54,58
PG,Procter & Gamble,Consumer Staples,Personal Care Products,"Cincinnati, Ohio",58,61,55,57,59,56,51,49,48,53,50,55,52,55,55,57,52,55,51,55,57,56,58,61,61,65,60,64,66,70,70,70,69,70,66,69,68,68,67,70,70,70,69,70
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio",57,54,62,66,68,70,66,66,64,68,70,67,65,63,61,58,54,49,52,48,48,47,43,48,43,39,40,45,50,52,49,52,53,57,56,51,50,53,57,53,49,45,42,45
PLD,Prologis,Real Estate,Industrial REITs,"San Francisco, California",53,58,62,61,66,69,70,65,68,63,65,61,63,68,70,66,67,70,65,65,63,66,63,67,67,68,68,65,67,70,70,70,70,66,66,70,70,70,70,70,68,70,65,70
PRU,Prudential Financial,Financials,Life & Health Insurance,"Newark, New Jersey",55,54,42,42,45,48,48,51,47,43,40,41,37,32,36,32,36,35,37,36,41,38,34,36,36,41,38,39,38,38,37,37,35,39,44,41,39,44,49,46,50,51,48,48
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,"Newark, New Jersey",40,41,50,53,55,56,61,60,63,61,59,57,57,60,62,64,69,65,70,70,70,70,70,70,70,70,68,70,70,68,70,66,66,65,61,64,67,70,68,65,66,68,70,70
PTC,PTC,Information Technology,Application Software,"Boston, Massachusetts",43,45,57,61,63,67,69,67,69,68,63,63,64,63,63,61,58,63,67,61,65,62,66,66,64,64,66,65,64,65,66,70,70,70,70,67,65,63,60,55,59,56,57,56
PSA,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California",45,43,48,51,50,53,51,47,42,38,43,43,47,46,46,42,37,35,31,38,35,38,42,47,47,49,52,56,59,59,62,59,60,55,55,55,52,53,57,59,60,64,66,69
PHM,PulteGroup,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",56,54,65,65,62,60,55,55,57,56,57,54,49,53,50,47,46,48,52,47,47,42,38,36,38,40,39,44,43,47,43,44,46,41,44,44,47,44,49,50,52,51,49,45
QRVO,Qorvo,Information Technology,Semiconductors,"Greensboro, North Carolina",49,53,55,60,60,63,59,55,60,58,63,59,60,62,62,65,70,69,67,67,70,70,70,68,70,69,66,66,64,64,69,70,68,70,70,70,67,64,64,62,63,63,58,61
PWR,Quanta Services,Industrials,Construction & Engineering,"Houston, Texas",59,57,53,48,51,53,48,53,56,59,62,67,65,60,60,58,58,56,52,54,54,49,46,44,44,40,40,36,35,32,34,32,33,31,30,31,36,41,38,33,30,30,30,31
QCOM,Qualcomm,Information Technology,Semiconductors,"San Diego, California",41,40,41,42,46,45,45,46,44,46,50,46,47,49,44,49,51,48,43,42,39,42,37,34,34,35,39,38,40,37,40,42,47,43,42,38,40,35,32,33,30,30,30,30
DGX,Quest Diagnostics,Health Care,Health Care Services,"Secaucus, New Jersey",60,58,46,42,41,44,40,43,46,45,43,42,45,47,48,45,43,39,44,31,31,34,37,35,32,30,35,40,44,46,43,42,45,41,36,39,43,41,36,38,35,31,30,34
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",44,48,57,56,51,46,42,38,43,43,45,41,36,39,34,30,30,30,30,38,39,38,38,33,32,35,33,35,33,30,32,33,33,38,37,37,33,31,34,32,30,31,30,30
RJF,Raymond James,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida",47,47,50,50,55,51,55,55,50,48,49,52,51,54,59,62,60,58,58,65,68,66,68,70,70,70,70,70,70,70,69,69,70,70,65,61,65,62,67,62,64,67,70,69
RTX,RTX Corporation,Industrials,Aerospace & Defense,"Waltham, Massachusetts",42,47,51,54,49,51,55,53,49,45,49,52,56,52,47,44,40,38,43,39,35,38,41,36,35,37,37,39,42,42,43,43,47,47,44,48,44,48,52,50,51,48,52,50
O,Realty Income,Real Estate,Retail REITs,"San Diego, California",58,61,44,43,41,40,35,38,43,40,40,44,46,41,40,35,39,40,39,42,39,44,42,39,36,32,30,35,35,38,34,39,41,39,36,39,36,37,33,37,39,36,36,39
REG,Regency Centers,Real Estate,Retail REITs,"Jacksonville, Florida",41,37,41,45,50,55,50,50,53,57,58,57,56,51,52,55,51,50,52,43,41,41,39,35,30,30,30,30,30,30,33,30,30,30,30,32,31,35,32,37,38,36,31,36
REGN,Regeneron,Health Care,Biotechnology,"Tarrytown, New York",53,53,36,31,30,30,30,30,35,40,37,33,32,33,32,37,42,40,43,41,45,44,39,43,40,37,39,42,45,44,47,44,39,38,43,40,45,42,38,36,35,30,30,30
RF,Regions Financial Corporation,Financials,Regional Banks,"Birmingham, Alabama",54,49,53,49,48,52,51,49,49,47,52,48,49,54,53,51,48,51,51,46,48,52,50,48,45,40,36,38,33,37,37,37,32,30,31,30,34,31,36,35,38,41,42,41
RSG,Republic Services,Industrials,Environmental & Facilities Services,"Phoenix, Arizona",55,54,47,47,49,49,49,48,44,43,44,48,53,52,47,52,51,54,55,56,54,57,58,62,60,57,52,53,49,46,43,42,43,44,45,47,46,51,46,51,56,61,57,62
RMD,ResMed,Health Care,Health Care Equipment,"San Diego, California",51,56,45,46,46,44,47,47,43,38,42,43,48,52,56,61,58,58,58,56,55,55,50,45,46,49,52,57,56,58,61,62,66,70,70,70,70,65,66,69,70,70,70,66
RVTY,Revvity,Health Care,Health Care Equipment,"Waltham, Massachusetts",41,42,45,48,48,48,44,48,47,46,49,46,48,50,49,52,53,51,47,46,42,47,44,41,39,35,40,39,40,40,41,39,36,39,37,32,32,31,34,39,42,42,40,39
RHI,Robert Half,Industrials,Human Resource & Employment Services,"Menlo Park, California",50,49,44,46,44,47,46,43,42,38,39,39,36,34,35,40,39,41,46,36,32,36,37,36,37,38,39,36,32,34,30,34,30,30,35,32,30,30,30,33,30,30,30,32
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin",41,44,47,52,56,51,49,53,53,56,55,58,61,66,65,69,70,70,70,60,55,56,57,59,57,53,50,48,48,48,51,48,51,50,52,57,62,61,65,70,67,65,66,65
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,"Atlanta, Georgia",58,54,54,54,51,54,49,54,56,59,54,54,49,52,55,55,50,47,52,51,52,48,53,58,58,57,60,57,55,51,56,60,62,66,69,67,70,67,70,70,70,70,70,68
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,"Sarasota, Florida",57,54,42,46,44,45,48,49,48,48,47,44,39,36,35,37,32,31,33,33,36,39,36,40,44,45,45,41,46,51,48,46,46,51,48,51,56,61,58,59,58,61,63,68
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,"Dublin, California",57,56,58,57,54,50,53,52,47,47,44,42,37,38,34,38,40,43,45,42,37,42,37,32,30,32,30,30,30,35,32,33,32,32,30,31,32,31,31,32,33,30,30,33
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",57,54,47,48,53,49,51,50,50,51,52,47,51,50,53,56,55,57,55,55,59,57,56,57,61,58,61,66,64,67,63,66,68,70,68,65,62,66,69,65,70,66,65,60
SPGI,S&P Global,Financials,Financial Exchanges & Data,"New York City, New York",60,57,41,39,35,40,37,37,42,44,39,38,43,44,40,42,39,36,40,35,34,31,36,34,36,33,36,34,34,33,30,35,31,33,30,30,31,30,31,35,31,32,35,40
CRM,Salesforce,Information Technology,Application Software,"San Francisco, California",58,62,42,39,44,47,44,42,40,40,41,46,42,46,49,51,47,52,48,51,49,51,55,55,57,61,64,62,60,61,66,70,70,69,64,66,70,70,70,70,68,63,65,62
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,"Boca Raton, Florida",51,51,51,56,59,60,56,59,64,64,59,54,55,59,64,68,70,70,70,70,67,63,62,60,63,65,70,65,67,65,67,65,62,63,58,53,55,56,57,54,49,44,44,48
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,"Houston, Texas",49,48,58,59,63,58,55,57,58,62,67,65,60,65,69,70,70,67,62,70,70,70,70,65,68,70,67,69,64,62,63,60,62,62,59,54,53,50,51,56,53,49,54,56
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",51,52,56,60,60,59,62,58,55,53,50,55,52,57,58,57,53,48,49,46,47,51,47,44,47,45,47,48,50,48,50,52,52,52,47,51,51,50,47,48,46,41,36,37
SEE,Sealed Air,Materials,Paper & Plastic Packaging Products & Materials,"Charlotte, North Carolina",45,42,62,62,67,69,70,65,68,70,68,67,62,57,58,60,55,54,55,60,56,57,61,58,58,54,54,53,49,47,51,55,59,59,57,53,56,57,55,51,47,50,51,50
SRE,Sempra Energy,Utilities,Multi-Utilities,"San Diego, California",44,49,54,56,55,51,48,50,46,47,43,39,36,35,35,40,42,41,36,44,47,46,48,51,52,55,54,56,54,50,50,52,53,54,59,63,60,62,61,56,59,56,59,59
NOW,ServiceNow,Information Technology,Systems Software,"Santa Clara, California",45,45,47,46,42,43,42,45,50,55,60,58,56,55,54,53,48,44,43,42,39,34,33,30,31,33,30,30,34,39,41,45,49,48,49,54,50,50,49,44,42,37,41,44
SHW,Sherwin-Williams,Materials,Specialty Chemicals,"Cleveland, Ohio",57,59,43,48,49,53,56,55,60,59,58,62,66,65,67,70,70,66,64,66,69,66,64,68,70,70,70,69,66,61,63,66,70,66,69,70,65,67,70,70,70,70,66,68
SPG,Simon Property Group,Real Estate,Retail REITs,"Indianapolis, Indiana",47,52,60,55,53,50,54,51,54,55,55,57,57,58,62,58,54,59,58,56,51,54,56,52,50,51,49,48,47,49,53,55,60,65,60,65,69,68,69,69,70,65,62,64
SWKS,Skyworks Solutions,Information Technology,Semiconductors,"Irvine, California",40,39,48,44,47,52,51,47,42,41,36,36,38,39,39,41,44,44,46,45,50,46,42,40,37,42,41,45,48,46,47,52,48,51,54,58,63,66,61,58,61,64,65,63
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",56,53,42,45,45,43,46,46,43,43,45,41,39,39,41,44,48,45,40,47,52,57,62,62,60,64,61,57,56,61,65,68,63,58,55,55,52,51,52,50,53,49,50,51
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,"Kenosha, Wisconsin",60,57,55,54,51,48,49,48,45,42,41,42,45,41,40,38,41,38,34,35,39,39,38,34,37,36,35,31,36,41,40,37,36,32,31,30,30,30,30,30,35,38,39,39
SEDG,SolarEdge,Information Technology,Semiconductor Materials & Equipment,"Herzliya, Israel",51,55,67,65,68,65,65,60,58,54,52,57,59,56,53,52,50,51,47,57,62,62,61,57,59,56,61,61,56,54,55,54,50,46,47,50,55,55,51,50,45,47,52,51
SO,Southern Company,Utilities,Electric Utilities,"Atlanta, Georgia",57,57,58,59,63,67,68,70,67,70,70,70,66,70,70,69,70,67,70,67,70,67,66,62,67,68,65,62,58,59,59,62,64,66,64,68,70,69,70,70,69,66,70,70
LUV,Southwest Airlines,Industrials,Passenger Airlines,"Dallas, Texas",51,56,45,46,42,38,38,43,40,40,37,41,46,49,45,50,45,48,47,55,58,54,57,52,57,56,51,47,50,54,49,49,54,59,64,68,70,65,70,70,68,69,70,67
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,"New Britain, Connecticut",54,56,48,48,43,46,46,48,50,51,49,44,47,51,56,58,62,66,68,62,59,56,61,61,64,60,65,64,59,61,63,66,68,70,66,67,62,67,70,70,68,70,70,70
